title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
Comune di Barbata,,it/c_a631,,,,,http://www.comune.barbata.bg.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a631,Via Vittorio Veneto  62 - 24040 Barbata (BG) Italy,,comune.barbata@pec.regione.lombardia.it,,2013-05-04,2013-05-04
Comune di Barberino di Mugello,,it/c_a632,,,,,http://www.comunebarberino.it/,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a632,Viale Della Repubblica  24 - 50031 Barberino Di Mugello (FI) Italy,,barberino-di-mugello@postacert.toscana.it,,2013-05-04,2013-05-04
Comune di Barberino Val D'Elsa,,it/c_a633,,,,,http://www.barberinovaldelsa.net,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a633,Via Cassia 49 - 50021 Barberino Val d'Elsa (FI) Italy,,barberinovaldelsa@postacert.toscana.it,,2013-05-04,2013-05-04
Comune di Barbianello,,it/c_a634,,,,,http://www.comune.barbianello.pv.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a634,Via Roma  5 - 27041 Barbianello (PV) Italy,,comune.barbianello@pec.provincia.pv.it,,2013-05-04,2013-05-04
Comune di Barbianello,,it/c_a634d,,,,,,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a634d,Via Roma - 27041 Barbianello (PV) Italy,,comune.barbianello@pec.provincia.pv.it,,2013-05-04,2013-05-04
Comune di Barbiano,,it/c_a635,,,,,http://www.barbian.eu,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a635,paese  10 - 39040 Barbiano (BZ) Italy,,barbian.barbiano@legalmail.it,,2013-05-04,2013-05-04
Comune di Barbona,,it/c_a637,,,,,http://www.comunebarbona.pd.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a637,Via Roma 1 - 35040 Barbona (PD) Italy,,comune.barbona.pd@pecveneto.it,,2013-05-04,2013-05-04
Comune di Barcellona Pozzo di Gotto,,it/c_a638,,,,,http://www.comune.barcellona-pozzo-di-gotto.me.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a638,v. Don Bosco  - 98051 Barcellona Pozzo di Gotto (ME) Italy,,comunebarcellonapdg@postecert.it,,2013-05-04,2013-05-04
Comune di Barchi,,it/c_a639,,,,,http://www.comune.barchi.pu.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a639,Piazza Vittorio Emanuele  6 - 61040 Barchi (PU) Italy,,comunebarchi@pecitaly.it,,2013-05-04,2013-05-04
Comune di Barcis,,it/c_a640,,,,,,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a640,Piazza Vittorio Emanuele II 5 - 33080 Barcis (PN) Italy,,comune.barcis@certgov.fvg.it,,2013-05-04,2013-05-04
Comune di Bard,,it/c_a643,,,,,http://www.comune.bard.ao.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a643,Piazza Cavour  4 - 11020 Bard (AO) Italy,,protocollo@pec.comune.bard.ao.it,,2013-05-04,2013-05-04
Comune di Bardello,,it/c_a645,,,,,http://www.comune.bardello.va.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a645,Via Matteotti 2 - 21020 Bardello (VA) Italy,,comune.bardello@pec.regione.lombardia.it,,2013-05-04,2013-05-04
Comune di Bardi,,it/c_a646,,,,,http://www.comune.bardi.pr.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a646,Piazza Vittoria  1 - 43032 BARDI (PR) Italy,,protocollo@postacert.comune.bardi.pr.it,,2013-05-04,2013-05-04
Comune di Bardineto,,it/c_a647,,,,,http://www.comune.bardineto.sv.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a647,Piazza Della Chiesa  6 - 17057 Bardineto (SV) Italy,,milenagerini@legalmail.it,,2013-05-04,2013-05-04
Comune di Bardolino,,it/c_a650,,,,,http://www.comune.bardolino.vr.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a650,Piazzetta San Gervaso  1 - 37011 Bardolino (VR) Italy,,comune.bardolino@legalmail.it,,2013-05-04,2013-05-04
Comune di Bardonecchia,,it/c_a651,,,,,http://www.comune.bardonecchia.to.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a651,Piazza A. De Gasperi  1 - 10052 Bardonecchia (TO) Italy,,comune.bardonecchia@pec.it,,2013-05-04,2013-05-04
Comune di Bareggio,,it/c_a652,,,,,http://www.comune.bareggio.mi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a652,Piazza Cavour - 20010 Bareggio (MI) Italy,,comune.bareggio@pec.regione.lombardia.it,,2013-05-04,2013-05-04
Comune di Barengo,,it/c_a653,,,,,http://www.comune.barengo.no.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a653,Via Vittorio Emanuele N. 39 - 28010 Barengo (NO) Italy,,barengo@postemailcertificata.it,,2013-05-04,2013-05-04
Comune di Baressa,,it/c_a655,,,,,http://www.comune.baressa.or.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a655,Via Is Tellaias  6 - 09090 Baressa (OR) Italy,,protocollo@pec.comune.baressa.or.it,,2013-05-04,2013-05-04
Comune di Barga,,it/c_a657,,,,,http://www.comune.barga.lu.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a657,Via Di Mezzo 45 - 55051 BARGA (LU) Italy,,comune.barga@postacert.toscana.it,,2013-05-04,2013-05-04
Comune di Bargagli,,it/c_a658,,,,,http://www.comune.bargagli.ge.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a658,Via Aimone Martini  257 - 16021 Bargagli (GE) Italy,,comune.bargagli@halleypec.it,,2013-05-04,2013-05-04
Comune di Barge,,it/c_a660,,,,,http://www.comune.barge.cn.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a660,Piazza Garibaldi N. 11 - 12032 Barge (CN) Italy,,barge@cert.ruparpiemonte.it,,2013-05-04,2013-05-04
Comune di Barghe,,it/c_a661,,,,,http://www.comune.barghe.bs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a661,Via Nazionale  4 - 25070 Barghe (BS) Italy,,protocollo@pec.comune.barghe.bs.it,,2013-05-04,2013-05-04
Comune di Bari,,it/c_a662,,,,,http://www.comune.bari.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a662,Cso Vittorio Emanuele 84 - 70122 Bari (BA) Italy,,archiviogenerale.comunebari@pec.rupar.puglia.it,,2013-05-04,2013-05-04
Comune di Barisardo,,it/c_a663,,,,,,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a663,Via Cagliari  90 - 08042 Bari Sardo (NU) Italy,,comune.barisardo@tiscali.it,,2013-05-04,2013-05-04
Comune di Bariano,,it/c_a664,,,,,http://www.comune.bariano.bg.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a664,Via A. Locatelli 2/4 - 24050 Bariano (BG) Italy,,comune.bariano@legalmail.it,,2013-05-04,2013-05-04
Comune di Baricella,,it/c_a665,,,,,http://www.comune.baricella.bo.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a665,Via Roma  76 - 40052 Baricella (BO) Italy,,comune.baricella@cert.provincia.bo.it,,2013-05-04,2013-05-04
Comune di Barile,,it/c_a666,,,,,http://www.comune.barile.pz.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a666,Via Roma N. 20 - 85022 Barile (PZ) Italy,,sindaco.comunebarile@pec.it,,2013-05-04,2013-05-04
Comune di Barisciano,,it/c_a667,,,,,http://www.comunebarisciano.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a667,Piazza Trieste 10 - 67021 Barisciano (AQ) Italy,,amministrazione@pec.comunebarisciano.it,,2013-05-04,2013-05-04
Comune di Barlassina,,it/c_a668,,,,,http://www.comune.barlassina.mb.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a668,Piazza Cavour  3 - 20825 Barlassina (MB) Italy,,comune.barlassina@pec.regione.lombardia.it,,2013-05-04,2013-05-04
Comune di Barletta,,it/c_a669,,,,,http://www.comune.barletta.bt.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a669,Corso Vittorio Emanuele - 70051 Barletta (BT) Italy,,protocollo@cert.comune.barletta.bt.it,,2013-05-04,2013-05-04
Comune di Barni,,it/c_a670,,,,,http://www.comune.barni.co.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a670,Via Luigi Bricchi  3 - 22030 Barni (CO) Italy,,ragioneria@comune.barni.co.it,,2013-05-04,2013-05-04
Comune di Barolo,,it/c_a671,,,,,http://www.comune.barolo.cn.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a671,Via Roma N. 39 - 12060 Barolo (CN) Italy,,barolo@pec.langabarolo.it,,2013-05-04,2013-05-04
Comune di Barone Canavese,,it/c_a673,,,,,http://www.comune.barone.to.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a673,Piazza Comunale  1 - 10010 Barone Canavese (TO) Italy,,barone.canavese@cert.ruparpiemonte.it,,2013-05-04,2013-05-04
Comune di Baronissi,,it/c_a674,,,,,http://www.comune.baronissi.sa.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a674,Piazza Della Repubblica  1 - 84081 Baronissi (SA) Italy,,s.iannelli@comune.baronissi.sa.it,,2013-05-04,2013-05-04
Comune di Barrafranca,,it/c_a676,,,,,http://www.comune.barrafranca.en.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a676,Piazza Regina Margherita  13 - 94012 Barrafranca (EN) Italy,,protocollo@comune.barrafranca.en.it,,2013-05-04,2013-05-04
Comune di Barrali,,it/c_a677,,,,,http://comune.barrali.ca.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a677,Via Cagliari 9 - 09040 Barrali (CA) Italy,,protocollo.barrali@pec.comunas.it,,2013-05-04,2013-05-04
Comune di Barrea,,it/c_a678,,,,,,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a678,Via Palombara Nuova - 67030 Barrea (AQ) Italy,,comune.barrea@pec.it,,2013-05-04,2013-05-04
Comune di Barumini,,it/c_a681,,,,,http://www.comunebarumini.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a681,Viale San Francesco  5 - 09021 Barumini (VS) Italy,,segreteria.barumini@pec.comunas.it,,2013-05-04,2013-05-04
Comune di Barzago,,it/c_a683,,,,,http://www.comune.barzago.lc.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a683,Via Roma  2 - 23890 Barzago (LC) Italy,,barzago@cert.legalmail.it,,2013-05-04,2013-05-04
Comune di Barzana,,it/c_a684,,,,,http://www.comune.barzana.bg.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a684,Via Marconi  9 - 24030 Barzana (BG) Italy,,comune@pec.comune.barzana.bg.it,,2013-05-04,2013-05-04
Comune di Barzano',,it/c_a686,,,,,http://www.comune.barzano.lc.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a686,Viale Luciano Manara  13 - 23891 Barzano' (LC) Italy,,protocollo@cert.comune.barzano.lc.it,,2013-05-04,2013-05-04
Comune di Barzio,,it/c_a687,,,,,http://www.comune.barzio.lc.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a687,Via A. Manzoni  12 - 23816 Barzio (LC) Italy,,comune.barzio.lc@halleycert.it,,2013-05-04,2013-05-04
Comune di Basaluzzo,,it/c_a689,,,,,http://www.comune.basaluzzo.al.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a689,Via Nuova  7 - 15060 Basaluzzo (AL) Italy,,amministrazione-basaluzzo@pec.it,,2013-05-04,2013-05-04
Comune di Baschi,,it/c_a691,,,,,http://www.comune.baschi.tr.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a691,Piazza Del Comune  1 - 05023 BASCHI (TR) Italy,,comune.baschi@postacert.umbria.it,,2013-05-04,2013-05-04
Comune di Basciano,,it/c_a692,,,,,http://www.comune.basciano.te.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a692,Piazza Del Municipio  1 - 64030 Basciano (TE) Italy,,postacert@pec.comune.basciano.te.it,,2013-05-04,2013-05-04
Comune di Baselga di Pine',,it/c_a694,,,,,http://www.comunebaselgadipine.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a694,Via Cesare Battisti  22 - 38042 Baselga di Pine' (TN) Italy,,comunebaselgadipine@pec.it,,2013-05-04,2013-05-04
Comune di Baselice,,it/c_a696,,,,,http://www.comune.baselice.bn.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a696,Via Santa Maria - 82020 Baselice (BN) Italy,,ecofin.baselice@asmepec.it,,2013-05-04,2013-05-04
Comune di Basiano,,it/c_a697,,,,,http://www.basianomasate.mi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a697,Via Roma N. 11 - 20060 Basiano (MI) Italy,,basiano@pec.it,,2013-05-04,2013-05-04
Comune di Basico',,it/c_a698,,,,,http://www.comune.basico.me.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a698,Piazza Santa Maria  10 - 98060 Basico' (ME) Italy,,protocollo@pec.comune.basico.me.it,,2013-05-04,2013-05-04
Comune di Basiglio,,it/c_a699,,,,,http://comune.basiglio.mi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a699,Piazza Leonardo Da Vinci  1 - 20080 BASIGLIO (MI) Italy,,basiglio@postacert.comune.basiglio.mi.it,,2013-05-04,2013-05-04
Comune di Basiliano,,it/c_a700,,,,,http://www.comune.basiliano.ud.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a700,Piazza Municipio 1 - 33031 Basiliano (UD) Italy,,comune.basiliano@certgov.fvg.it,,2013-05-04,2013-05-04
Comune di Vasanello,,it/C_A701,,,,,http://www.comune.vasanello.vt.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=C_A701,Via Roma 30 - 01030 Vasanello (VT) Italy,,comune.vasanello.vt@pec.it,,2013-05-04,2013-05-04
Comune di Bassano Bresciano,,it/c_a702,,,,,http://www.comune.bassano-bresciano.bs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a702,Via Martinengo N.33 - 25020 Bassano Bresciano (BS) Italy,,protocollo@pec.comune.bassano-bresciano.bs.it,,2013-05-04,2013-05-04
Comune di Bassano del Grappa,,it/C_A703,,,,,http://www.comune.bassano.vi.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=C_A703,Via Giacomo Matteotti  39 - 36061 Bassano del Grappa (VI) Italy,,bassanodelgrappa.vi@cert.ip-veneto.net,,2013-05-04,2013-05-04
Comune di Bassano Romano,,it/c_a704,,,,,http://www.comune.bassanoromano.vt.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a704,Piazza Umberto Primo  6 - 01030 Bassano Romano (VT) Italy,,bassanoromano@legalmail.it,,2013-05-04,2013-05-04
Comune di Tronzano Lago Maggiore,,it/c_a705,,,,,http://www.comune.tronzanolagomaggiore.va.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a705,Via San Rocco  2 - 21010 Tronzano Lago Maggiore (VA) Italy,,comune.tronzanolagomaggiore@pec.it,,2013-05-04,2013-05-04
Comune di Bassano in Teverina,,it/c_a706,,,,,http://www.comune.bassanointeverina.vt.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a706,Via XXV Aprile N. 10 - 01030 Bassano In Teverina (VT) Italy,,uffici@pec.comune.bassanointeverina.vt.it,,2013-05-04,2013-05-04
Comune di Bassiano,,it/c_a707,,,,,,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a707,Via Aldo Manuzio 117 - 04010 Bassiano (LT) Italy,,affarigenerali@pec.comune.bassiano.lt.it,,2013-05-04,2013-05-04
Comune di Bassignana,,it/c_a708,,,,,http://www.comune.bassignana.al.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a708,Via Cavour N. 8 - 15042 Bassignana (AL) Italy,,comunebassignana@postecert.it,,2013-05-04,2013-05-04
Comune di Bastia Mondovi,,it/c_a709,,,,,http://www.bastiamondovi.info,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a709,Piazza IV Novembre 1 - 12060 Bastia Mondovi' (CN) Italy,,bastia.mondovi@cert.ruparpiemonte.it,,2013-05-04,2013-05-04
Comune di Bastia Umbra,,it/c_a710,,,,,http://www.comune.bastia.pg.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a710,Piazza Cavour  19 - 06083 Bastia Umbra (PG) Italy,,comune.bastiaumbra@postacert.umbria.it,,2013-05-04,2013-05-04
Comune di Bastida de' Dossi,,it/c_a711,,,,,http://www.comune.bastidadedossi.pv.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a711,Piazza Vaccari  7 - 27050 Bastida de' Dossi (PV) Italy,,bastidadedossi@legalmailpa.it,,2013-05-04,2013-05-04
Comune di Bastida Pancarana,,it/c_a712,,,,,http://www.comune.bastidapancarana.pv.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a712,Piazza Del Municipio 1 - 27050 Bastida Pancarana (PV) Italy,,comune.bastidapancarana@pec.provincia.pv.it,,2013-05-04,2013-05-04
Comune di Bastiglia,,it/c_a713,,,,,http://www.comune.bastiglia.mo.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a713,Piazza Repubblica 57 - 41030 Bastiglia (MO) Italy,,comunedibastiglia@cert.comune.bastiglia.mo.it,,2013-05-04,2013-05-04
Comune di Battaglia Terme,,it/c_a714,,,,,http://www.comune.battaglia-terme.pd.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a714,Via Alessandro Volta  4 - 35041 Battaglia Terme (PD) Italy,,battagliaterme.pd@cert.ip-veneto.net,,2013-05-04,2013-05-04
Comune di Battifollo,,it/c_a716,,,,,http://www.comune.battifollo.cn.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a716,Via Maestra N. 38 - 12070 Battifollo (CN) Italy,,battifollo@cert.ruparpiemonte.it,,2013-05-04,2013-05-04
Comune di Battipaglia,,it/c_a717,,,,,http://www.comune.battipaglia.sa.gov.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a717,Piazza Aldo Moro - 84091 Battipaglia (SA) Italy,,protocollo@pec.comune.battipaglia.sa.it,,2013-05-04,2013-05-04
Comune di Battuda,,it/c_a718,,,,,http://www.comune.battuda.pv.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a718,Via Marcignago  5 - 27020 Battuda (PV) Italy,,comune.battuda@pec.provincia.pv.it,,2013-05-04,2013-05-04
Comune di Baucina,,it/c_a719,,,,,http://www.comune.baucina.pa.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a719,Via Umberto I  79 - 90020 Baucina (PA) Italy,,protocollo@pec.comune.baucina.pa.it,,2013-05-04,2013-05-04
Comune di Boville Ernica,,it/c_a720,,,,,http://comune.boville-ernica.fr.it/,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a720,Corso Umberto I  2 - 03022 Boville Ernica (FR) Italy,,boville.ernica.fr@pec.it,,2013-05-04,2013-05-04
Comune di Bauladu,,it/c_a721,,,,,http://www.comune.bauladu.or.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a721,Via Giorgio Asproni N. 4 - 09070 Bauladu (OR) Italy,,comune.bauladu@anutel.it,,2013-05-04,2013-05-04
Comune di Baunei,,it/c_a722,,,,,http://www.comunedibaunei.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a722,Via San Nicola  2 - 08040 Baunei (OG) Italy,,protocollo@pec.comunedibaunei.it,,2013-05-04,2013-05-04
Comune di Baveno,,it/c_a725,,,,,http://www.comune.baveno.vb.it/,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a725,Piazza Dante Alighieri 14 - 28831 Baveno (VB) Italy,,baveno@postemailcertificata.it,,2013-05-04,2013-05-04
Comune di Bazzano,,it/c_a726,,,,,http://www.comune.bazzano.bo.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a726,Piazza Garibaldi  1 - 40053 Bazzano (BO) Italy,,comune.bazzano@cert.provincia.bo.it,,2013-05-04,2013-05-04
Comune di Bedizzole,,it/c_a729,,,,,http://www.comune.bedizzole.bs.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a729,Piazza V. Emanuele II  1 - 25081 Bedizzole (BS) Italy,,comune.bedizzole@legalmail.it,,2013-05-04,2013-05-04
Comune di Bedollo,,it/c_a730,,,,,http://www.comunebedollo.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a730,Via G.Verdi  35 - 38043 Bedollo (TN) Italy,,comune@pec.comune.bedollo.tn.it,,2013-05-04,2013-05-04
Comune di Bedonia,,it/c_a731,,,,,http://www.comune.bedonia.pr.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a731,Piazza Caduti Per La Patria  1 - 43041 Bedonia (PR) Italy,,protocollo@postacert.comune.bedonia.pr.it,,2013-05-04,2013-05-04
Comune di Bedulita,,it/c_a732,,,,,http://cmvalleimagna.bg.it/bedulita,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a732,Via Roma  46 - 24030 Bedulita (BG) Italy,,bedulitacomune@pec.it,,2013-05-04,2013-05-04
Comune di Bee,,it/c_a733,,,,,http://www.comune.bee.vb.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a733,Piazza Barozzi  1 - 28813 Bee (VB) Italy,,bee@cert.ruparpiemonte.it,,2013-05-04,2013-05-04
Comune di Beinasco,,it/c_a734,,,,,http://www.comune.beinasco.to.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a734,Piazza Alfieri 7 - 10092 BEINASCO (TO) Italy,,protocollo@comune.beinasco.legalmail.it,,2013-05-04,2013-05-04
Comune di Beinette,,it/c_a735,,,,,http://comune.beinette.cn.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a735,Via Vittorio Veneto  9 - 12081 Beinette (CN) Italy,,beinette@cert.ruparpiemonte.it,,2013-05-04,2013-05-04
Comune di Belcastro,,it/c_a736,,,,,http://www.comune.belcastro.cz.it/,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a736,Piazza San Tommaso - 88050 Belcastro (CZ) Italy,,amelia.brescia@tiscali.it,,2013-05-04,2013-05-04
Comune di Belfiore,,it/c_a737,,,,,http://comune.belfiore.vr.it,Italy,IT,Directory of italian Public Administrations,http://www.indicepa.gov.it/ricerca/dettaglioamministrazione.php?cod_amm=c_a737,Piazza Della Repubblica  10 - 37050 Belfiore (VR) Italy,,belfiore.vr@pec.it,,2013-05-04,2013-05-04
